303, 10, 4, 17, 48
304, 10, 3, 2, 32
305, 10, 11, 10, 9
306, 10, 4, 3, 17
307, 10, 9, 9, 29
308, 10, 11, 12, 3
309, 10, 4, 15, 49
310, 10, 16, 8, 44
311, 10, 19, 3, 17
312, 10, 10, 15, 12
313, 11, 7, 17, 22
314, 11, 14, 12, 46
315, 12, 2, 16, 42
316, 12, 2, 10, 48
317, 12, 3, 7, 30
318, 12, 9, 15, 22
319, 12, 7, 3, 24
320, 12, 5, 4, 14
321, 12, 18, 11, 1
322, 13, 20, 6, 17
323, 13, 18, 9, 45
324, 14, 17, 16, 30
325, 14, 2, 0, 43
326, 14, 14, 14, 18
327, 14, 23, 0, 48
328, 14, 13, 8, 46
329, 14, 22, 0, 13
330, 14, 1, 9, 18
331, 14, 10, 7, 49
332, 14, 10, 14, 21
333, 14, 19, 1, 5
334, 14, 0, 5, 9
335, 15, 0, 17, 1
336, 15, 12, 15, 37
337, 15, 28, 11, 43
338, 15, 10, 10, 17
339, 15, 28, 8, 17
340, 15, 15, 4, 15
341, 15, 16, 14, 38
342, 15, 26, 15, 2
343, 15, 7, 5, 49
344, 15, 9, 10, 31
345, 15, 20, 18, 49
346, 15, 20, 5, 41
347, 15, 28, 3, 35
348, 15, 0, 11, 38
349, 15, 7, 7, 20
350, 16, 5, 0, 25
351, 16, 13, 3, 3
352, 16, 20, 14, 4
353, 16, 14, 13, 48
354, 16, 13, 6, 40
355, 16, 0, 13, 35
356, 16, 2, 5, 12
357, 16, 29, 3, 15
358, 16, 18, 8, 1
359, 16, 25, 15, 23
360, 16, 15, 15, 13
361, 16, 22, 18, 18
362, 16, 13, 18, 22
363, 16, 14, 6, 28
364, 16, 0, 18, 46
365, 16, 8, 18, 35
366, 16, 26, 9, 26
367, 16, 4, 14, 48
368, 16, 9, 10, 31
369, 16, 13, 13, 22
370, 16, 22, 15, 9
371, 16, 21, 14, 1
372, 16, 3, 8, 1
373, 16, 15, 9, 34
374, 16, 19, 17, 23
375, 16, 2, 7, 22
376, 16, 2, 12, 34
377, 16, 13, 13, 10
378, 16, 1, 7, 15
379, 16, 17, 14, 36
380, 16, 29, 1, 28
381, 16, 19, 4, 30
382, 16, 4, 1, 15
383, 16, 26, 1, 9
384, 16, 27, 15, 37
385, 16, 15, 7, 45
386, 16, 17, 12, 21
387, 16, 12, 5, 9
388, 16, 17, 7, 3
389, 16, 28, 2, 15
390, 16, 20, 5, 30
391, 16, 3, 13, 41
392, 16, 22, 1, 32
393, 16, 8, 12, 20
394, 16, 22, 19, 45
395, 16, 13, 19, 26
396, 16, 6, 8, 26
397, 16, 5, 2, 38
398, 16, 26, 12, 16
399, 17, 10, 9, 36
400, 17, 26, 14, 6
401, 17, 11, 4, 3
402, 17, 18, 7, 12
403, 17, 21, 18, 15
404, 17, 19, 11, 18
405, 17, 12, 10, 40
406, 17, 6, 0, 42
407, 17, 16, 0, 6
408, 17, 23, 2, 46
409, 17, 29, 4, 42
410, 17, 1, 1, 18
411, 17, 21, 17, 24
412, 17, 27, 15, 39
413, 17, 4, 6, 46
414, 17, 14, 13, 28
415, 17, 3, 12, 10
416, 17, 19, 18, 49
417, 17, 1, 18, 33
418, 18, 29, 5, 15
419, 18, 1, 15, 12
420, 18, 24, 13, 19
421, 18, 16, 10, 32
422, 18, 15, 13, 38
423, 18, 27, 2, 29
424, 18, 13, 7, 6
425, 18, 27, 0, 38
426, 18, 23, 7, 35
427, 18, 23, 17, 37
428, 18, 6, 15, 31
429, 18, 17, 2, 14
430, 19, 28, 10, 27
431, 19, 18, 14, 41
432, 19, 9, 19, 4
433, 19, 6, 18, 9
434, 19, 12, 5, 48
435, 19, 6, 11, 8
436, 19, 12, 12, 11
437, 19, 14, 15, 35
438, 19, 1, 9, 13
439, 19, 1, 12, 1
440, 19, 27, 11, 49
441, 19, 9, 10, 20
442, 19, 6, 15, 25
443, 19, 0, 0, 34
444, 19, 12, 8, 25
445, 19, 29, 1, 30
446, 19, 2, 1, 5
447, 19, 25, 19, 11
448, 19, 1, 3, 2
449, 19, 4, 7, 37
450, 19, 9, 17, 38
451, 19, 21, 18, 18
452, 19, 7, 11, 26
453, 19, 14, 10, 13
454, 19, 8, 10, 26
455, 19, 11, 15, 3
456, 19, 24, 18, 28
457, 19, 13, 14, 21
458, 19, 0, 7, 13
459, 19, 11, 13, 40
460, 19, 24, 5, 17
461, 19, 1, 1, 27
462, 19, 18, 11, 7
463, 19, 13, 19, 43
464, 19, 22, 14, 35
465, 19, 17, 8, 3
466, 19, 23, 1, 35
467, 19, 23, 16, 17
468, 19, 0, 11, 22
469, 19, 3, 10, 26
470, 19, 0, 10, 15
471, 19, 20, 9, 47
472, 19, 7, 14, 4
473, 19, 2, 14, 22
474, 19, 16, 3, 31
475, 19, 5, 2, 20
476, 19, 19, 7, 34
477, 19, 10, 18, 42
478, 20, 18, 1, 26
479, 20, 29, 4, 27
480, 21, 16, 1, 17
481, 21, 13, 6, 10
482, 21, 6, 18, 2
483, 21, 16, 18, 8
484, 21, 27, 4, 36
485, 21, 9, 0, 45
486, 21, 10, 19, 13
487, 21, 25, 4, 48
488, 21, 23, 16, 26
489, 21, 12, 16, 7
490, 21, 24, 0, 39
491, 21, 15, 0, 7
492, 21, 19, 17, 21
493, 22, 0, 18, 45
494, 22, 0, 14, 4
495, 22, 27, 17, 16
496, 22, 25, 6, 25
497, 22, 27, 3, 31
498, 22, 20, 9, 9
499, 22, 21, 9, 10
500, 22, 21, 12, 1
501, 22, 24, 9, 26
502, 22, 15, 7, 20
503, 22, 9, 6, 38
504, 22, 16, 16, 41
505, 22, 9, 11, 17
506, 22, 13, 6, 1
507, 22, 17, 13, 38
508, 22, 19, 19, 20
509, 22, 9, 5, 5
510, 22, 26, 4, 26
511, 22, 11, 18, 15
512, 22, 22, 14, 41
513, 22, 23, 7, 45
514, 23, 0, 5, 26
515, 23, 16, 10, 35
516, 23, 4, 5, 29
517, 23, 27, 9, 31
518, 23, 8, 15, 20
519, 23, 7, 9, 42
520, 23, 9, 11, 24
521, 23, 24, 9, 14
522, 23, 18, 3, 1
523, 23, 23, 17, 9
524, 23, 25, 6, 1
525, 23, 27, 17, 45
526, 23, 28, 6, 1
527, 23, 28, 1, 47
528, 23, 15, 4, 32
529, 23, 4, 5, 37
530, 23, 27, 15, 5
531, 23, 2, 1, 31
532, 23, 11, 0, 49
533, 23, 14, 2, 11
534, 23, 28, 13, 44
535, 23, 3, 8, 44
536, 23, 10, 13, 24
537, 23, 5, 5, 47
538, 23, 25, 15, 31
539, 23, 28, 0, 27
540, 23, 14, 12, 41
541, 23, 15, 0, 40
542, 23, 24, 8, 33
543, 23, 25, 2, 7
544, 23, 24, 14, 34
545, 23, 8, 4, 35
546, 23, 9, 11, 11
547, 23, 25, 18, 26
548, 23, 0, 7, 4
549, 23, 8, 11, 34
550, 24, 3, 10, 14
551, 24, 12, 1, 1
552, 24, 17, 18, 10
553, 24, 16, 12, 39
554, 24, 23, 16, 8
555, 24, 20, 12, 1
556, 24, 4, 7, 48
557, 24, 19, 16, 40
558, 24, 26, 8, 27
559, 24, 25, 9, 49
560, 24, 14, 19, 35
561, 24, 7, 19, 29
562, 24, 14, 7, 44
563, 24, 11, 4, 29
564, 24, 10, 1, 10
565, 24, 18, 1, 15
566, 24, 1, 4, 39
567, 24, 5, 2, 42
568, 24, 19, 9, 17
569, 24, 20, 7, 27
570, 24, 19, 6, 35
571, 24, 3, 1, 17
572, 24, 17, 17, 18
573, 24, 18, 3, 17
574, 24, 26, 6, 6
575, 24, 13, 11, 24
576, 24, 27, 16, 20
577, 24, 1, 3, 35
578, 24, 23, 18, 3
579, 24, 9, 4, 42
580, 24, 12, 3, 44
581, 24, 6, 4, 33
582, 24, 17, 0, 21
583, 24, 6, 19, 40
584, 24, 25, 11, 6
585, 24, 18, 3, 9
586, 24, 18, 4, 5
587, 24, 7, 3, 8
588, 24, 24, 15, 33
589, 24, 19, 12, 20
590, 24, 23, 15, 49
591, 24, 6, 5, 2
592, 24, 20, 8, 39
593, 25, 8, 1, 46
594, 25, 14, 2, 39
595, 25, 1, 10, 20
596, 25, 9, 11, 40
597, 25, 19, 18, 41
598, 25, 1, 2, 29
599, 25, 5, 17, 3
600, 25, 27, 6, 21
601, 25, 17, 7, 16
602, 25, 29, 17, 5
603, 25, 1, 7, 24
604, 25, 9, 18, 1
605, 25, 21, 12, 12
606, 25, 9, 17, 13
607, 25, 23, 1, 33
608, 25, 7, 11, 43
609, 25, 29, 15, 38
610, 25, 28, 7, 42
611, 25, 13, 2, 45
612, 25, 29, 18, 45
613, 25, 5, 18, 21
614, 25, 21, 8, 17
615, 25, 16, 4, 1
616, 25, 27, 14, 13
617, 26, 11, 12, 27
618, 26, 22, 3, 44
619, 26, 25, 0, 13
620, 26, 22, 1, 28
621, 26, 7, 16, 41
622, 26, 17, 6, 22
623, 27, 27, 7, 2
624, 27, 8, 10, 26
625, 27, 25, 17, 3
626, 27, 21, 16, 20
627, 27, 27, 3, 36
628, 27, 21, 16, 30
629, 27, 4, 16, 49
630, 27, 8, 14, 43
631, 27, 4, 3, 1
632, 27, 24, 18, 7
633, 27, 25, 6, 16
634, 27, 29, 13, 20
635, 27, 9, 11, 8
636, 27, 21, 14, 31
637, 27, 9, 19, 28
638, 27, 0, 18, 18
639, 27, 15, 16, 31
640, 27, 19, 18, 20
641, 27, 13, 5, 14
642, 27, 22, 10, 14
643, 27, 16, 11, 19
644, 27, 8, 12, 42
645, 27, 24, 11, 44
646, 27, 18, 11, 7
647, 27, 2, 3, 41
648, 27, 2, 19, 9
649, 27, 1, 4, 28
650, 27, 22, 13, 18
651, 27, 5, 19, 14
652, 27, 23, 19, 16
653, 27, 5, 14, 25
654, 27, 29, 6, 49
655, 27, 14, 19, 34
656, 27, 25, 5, 13
657, 27, 25, 16, 8
658, 27, 25, 8, 12
659, 27, 24, 18, 47
660, 27, 23, 0, 49
661, 27, 16, 1, 30
662, 27, 0, 7, 37
663, 27, 0, 6, 22
664, 27, 13, 3, 49
665, 27, 1, 10, 36
666, 28, 5, 16, 35
667, 28, 27, 3, 10
668, 28, 5, 9, 27
669, 28, 14, 3, 27
670, 28, 24, 5, 36
671, 28, 26, 16, 23
672, 28, 9, 13, 47
673, 28, 27, 19, 36
674, 28, 27, 10, 7
675, 28, 3, 19, 32
676, 28, 19, 14, 39
677, 28, 19, 15, 26
678, 28, 29, 9, 20
679, 28, 18, 15, 9
680, 28, 0, 9, 15
681, 28, 7, 0, 46
682, 28, 15, 2, 46
683, 28, 16, 14, 13
684, 28, 13, 4, 19
685, 28, 28, 15, 17
686, 28, 10, 15, 43
687, 28, 19, 5, 31
688, 28, 0, 15, 28
689, 28, 19, 0, 19
690, 28, 28, 17, 47
691, 28, 29, 14, 39
692, 28, 20, 0, 42
693, 28, 20, 13, 3
694, 28, 11, 12, 24
695, 28, 28, 6, 36
696, 28, 21, 2, 14
697, 28, 19, 3, 42
698, 28, 16, 7, 42
699, 29, 22, 1, 26
700, 29, 14, 15, 35
701, 29, 23, 1, 29
702, 29, 15, 7, 17
703, 29, 4, 16, 11
704, 29, 1, 18, 44
705, 29, 10, 12, 38
706, 29, 13, 1, 23
707, 29, 14, 8, 26
708, 29, 22, 1, 3
709, 30, 11, 12, 3
710, 30, 22, 4, 48
711, 30, 18, 3, 10
712, 30, 29, 16, 43
713, 30, 14, 2, 17
714, 30, 26, 2, 5
715, 30, 20, 18, 19
716, 30, 21, 7, 38
717, 30, 3, 10, 30
718, 30, 5, 5, 36
719, 30, 23, 0, 33
720, 30, 17, 7, 45
721, 30, 18, 6, 13
722, 30, 9, 18, 40
723, 30, 4, 19, 19
724, 30, 7, 6, 3
725, 30, 10, 15, 37
726, 30, 4, 7, 26
727, 30, 18, 12, 32
728, 30, 16, 13, 47
729, 30, 22, 4, 6
730, 30, 22, 2, 30
731, 30, 17, 18, 37
732, 31, 12, 16, 38
733, 31, 14, 17, 18
734, 31, 17, 10, 46
735, 31, 10, 17, 5
736, 31, 17, 15, 36
737, 31, 6, 15, 34
738, 31, 19, 18, 12
739, 31, 26, 6, 14
740, 31, 21, 15, 46
741, 31, 28, 11, 10
742, 31, 14, 16, 45
743, 31, 27, 18, 31
744, 32, 8, 4, 40
745, 32, 7, 16, 23
746, 32, 24, 16, 46
747, 32, 2, 12, 49
748, 32, 15, 9, 24
749, 32, 0, 9, 29
750, 32, 4, 17, 23
751, 32, 6, 13, 39
752, 32, 28, 17, 5
753, 33, 19, 4, 7
754, 33, 4, 4, 13
755, 33, 11, 17, 16
756, 33, 25, 7, 8
757, 33, 22, 15, 6
758, 33, 7, 18, 25
759, 33, 22, 16, 42
760, 33, 12, 3, 38
761, 33, 3, 3, 38
762, 33, 12, 12, 44
763, 33, 23, 14, 3
764, 33, 20, 17, 31
765, 33, 19, 15, 11
766, 33, 22, 17, 20
767, 33, 18, 9, 16
768, 33, 22, 18, 27
769, 33, 1, 14, 29
770, 33, 13, 0, 6
771, 33, 8, 4, 22
772, 33, 19, 19, 34
773, 33, 20, 16, 25
774, 33, 3, 13, 48
775, 33, 27, 15, 32
776, 34, 19, 0, 34
777, 34, 29, 9, 5
778, 34, 19, 8, 31
779, 34, 16, 10, 25
780, 35, 20, 15, 4
781, 35, 21, 16, 31
782, 35, 7, 8, 6
783, 35, 25, 8, 36
784, 35, 4, 14, 40
785, 35, 3, 0, 28
786, 35, 23, 14, 23
787, 35, 5, 7, 37
788, 35, 14, 7, 18
789, 35, 10, 17, 38
790, 35, 10, 19, 35
791, 35, 11, 6, 15
792, 35, 13, 1, 8
793, 35, 1, 17, 16
794, 35, 20, 7, 10
795, 35, 29, 12, 37
796, 35, 21, 6, 14
797, 35, 8, 5, 40
798, 35, 7, 7, 38
799, 35, 3, 4, 5
800, 35, 20, 13, 31
801, 35, 14, 1, 23
802, 36, 10, 13, 24
803, 36, 2, 7, 25
804, 36, 27, 14, 8
805, 36, 23, 14, 30
806, 36, 26, 10, 37
807, 36, 22, 16, 9
808, 36, 29, 16, 18
809, 36, 20, 10, 11
810, 36, 27, 17, 15
811, 36, 5, 2, 1
812, 36, 23, 9, 4
813, 36, 24, 5, 10
814, 36, 29, 2, 39
815, 36, 19, 8, 4
816, 36, 14, 9, 21
817, 36, 28, 12, 48
818, 36, 10, 2, 30
819, 36, 8, 18, 34
820, 36, 6, 19, 18
821, 36, 19, 12, 16
822, 36, 26, 10, 22
823, 36, 7, 5, 46
824, 36, 18, 11, 33
825, 37, 22, 4, 12
826, 37, 11, 19, 44
827, 37, 2, 0, 30
828, 37, 18, 15, 48
829, 37, 28, 9, 7
830, 37, 27, 7, 40
831, 37, 22, 18, 12
832, 37, 28, 0, 11
833, 37, 17, 18, 37
834, 37, 9, 9, 21
835, 37, 7, 13, 23
836, 37, 4, 14, 37
837, 37, 17, 1, 47
838, 37, 22, 17, 27
839, 37, 2, 0, 41
840, 37, 3, 14, 3
841, 37, 22, 9, 14
842, 37, 1, 2, 40
843, 37, 3, 1, 28
844, 37, 29, 17, 29
845, 37, 1, 15, 8
846, 37, 0, 17, 48
847, 37, 6, 18, 29
848, 37, 16, 11, 20
849, 37, 7, 2, 31
850, 37, 23, 9, 32
851, 37, 25, 14, 18
852, 37, 27, 4, 15
853, 37, 13, 10, 33
854, 37, 4, 13, 47
855, 37, 29, 7, 23
856, 37, 0, 12, 17
857, 37, 18, 1, 30
858, 37, 16, 5, 34
859, 37, 14, 1, 22
860, 37, 16, 7, 43
861, 37, 2, 12, 2
862, 37, 14, 17, 5
863, 37, 16, 3, 46
864, 37, 25, 7, 13
865, 37, 17, 15, 42
866, 37, 13, 15, 44
867, 38, 4, 13, 40
868, 38, 28, 17, 4
869, 38, 11, 19, 35
870, 38, 21, 13, 15
871, 38, 11, 12, 49
872, 38, 3, 12, 40
873, 38, 21, 14, 26
874, 38, 18, 3, 46
875, 38, 4, 8, 48
876, 38, 1, 12, 24
877, 38, 19, 18, 17
878, 38, 3, 0, 33
879, 38, 13, 7, 39
880, 38, 20, 3, 7
881, 38, 7, 1, 31
882, 38, 1, 1, 13
883, 38, 29, 10, 12
884, 39, 2, 10, 33
885, 39, 14, 7, 14
886, 39, 15, 13, 6
887, 39, 27, 9, 26
888, 39, 27, 16, 47
889, 39, 5, 10, 49
890, 39, 24, 11, 43
891, 39, 10, 11, 34
892, 39, 9, 0, 4
893, 39, 17, 13, 38
894, 39, 8, 7, 25
895, 39, 5, 4, 3
896, 39, 8, 17, 2
897, 39, 29, 18, 6
898, 39, 10, 17, 5
899, 39, 29, 1, 21
900, 39, 1, 1, 31
901, 39, 27, 9, 25
902, 39, 28, 13, 35
903, 39, 26, 11, 29
904, 39, 14, 2, 23
905, 39, 7, 6, 18
906, 39, 22, 1, 12
907, 39, 18, 6, 10
908, 39, 22, 0, 13
909, 39, 5, 1, 44
910, 39, 11, 11, 49
911, 39, 10, 8, 28
912, 39, 8, 8, 23
913, 39, 22, 18, 18
914, 39, 4, 16, 15
915, 39, 23, 18, 13
916, 39, 22, 8, 38
917, 39, 24, 12, 6
918, 39, 9, 12, 19
919, 39, 18, 5, 21
920, 39, 27, 18, 37
921, 39, 28, 10, 12
922, 39, 22, 18, 19
923, 39, 12, 15, 23
924, 39, 2, 2, 30
925, 39, 16, 16, 28
926, 39, 10, 2, 29
927, 39, 21, 6, 47
928, 39, 8, 19, 12
929, 39, 9, 17, 3
930, 40, 20, 4, 44
931, 40, 5, 16, 19
932, 40, 14, 10, 19
933, 40, 26, 13, 8
934, 40, 11, 11, 11
935, 40, 17, 5, 12
936, 40, 5, 11, 33
937, 40, 21, 7, 25
938, 40, 26, 17, 14
939, 40, 25, 13, 28
940, 40, 6, 0, 25
941, 40, 25, 0, 38
942, 40, 28, 15, 6
943, 40, 25, 19, 23
944, 40, 0, 8, 48
945, 40, 23, 0, 10
946, 40, 29, 2, 9
947, 40, 5, 7, 29
948, 40, 5, 6, 14
949, 40, 6, 1, 45
950, 40, 20, 2, 19
951, 40, 6, 0, 45
952, 40, 25, 6, 44
953, 40, 28, 10, 45
954, 40, 9, 18, 20
955, 40, 23, 11, 2
956, 41, 1, 10, 48
957, 41, 22, 10, 6
958, 41, 26, 0, 47
959, 41, 29, 14, 30
960, 41, 18, 14, 46
961, 41, 8, 8, 9
962, 41, 27, 17, 17
963, 41, 1, 15, 17
964, 41, 16, 6, 13
965, 41, 2, 2, 25
966, 41, 0, 0, 4
967, 41, 17, 1, 22
968, 41, 20, 18, 28
969, 41, 29, 16, 21
970, 41, 3, 5, 5
971, 41, 20, 6, 30
972, 41, 7, 10, 46
973, 41, 6, 13, 36
974, 41, 18, 0, 25
975, 41, 18, 3, 39
976, 41, 20, 4, 7
977, 41, 1, 18, 5
978, 41, 24, 0, 7
979, 41, 7, 12, 45
980, 41, 3, 9, 3
981, 41, 23, 12, 4
982, 41, 24, 14, 20
983, 41, 20, 15, 15
984, 41, 28, 17, 21
985, 41, 6, 4, 7
986, 41, 24, 17, 12
987, 41, 24, 13, 43
988, 41, 10, 14, 34
989, 41, 12, 13, 39
990, 42, 23, 18, 8
991, 42, 0, 18, 26
992, 42, 13, 12, 42
993, 42, 13, 4, 2
994, 43, 9, 8, 3
995, 43, 13, 12, 25
996, 43, 10, 16, 5
997, 43, 10, 12, 20
998, 43, 14, 15, 12
999, 43, 14, 0, 21
